Transcript,Date,Position,Person,Party,Text,Subject,key
DAR-001,17 DE SETEMBRO DE 2020,58.0,Presidente,,"Sr. Deputado, peço-lhe para concluir, já ultrapassou o tempo de que dispunha. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,59.0,Luís Moreira Testa,PS,"… entre Monfortinho, Castelo Branco e a fronteira espanhola. O Sr. Deputado não refere aquilo que interessa referir. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,60.0,Presidente,,"Tem de terminar, Sr. Deputado. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,61.0,Luís Moreira Testa,PS,"Sr. Deputado, honestidade na discussão! Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,62.0,Presidente,,"Vou dar a palavra, para uma declaração política, ao Sr. Deputado António Ventura, do Grupo Parlamentar do PSD, mas, antes, peço aos Srs. Deputados do Grupo Parlamentar do PS que se encontram na segunda fila da bancada que se afastem. Sei que a solidariedade tem destas coisas, mas estão muito próximos uns dos outros e, por isso, se houvesse uma possível deslocação, agradecia. Agora, sim, tem a palavra o Sr. Deputado António Ventura. I SÉRIE — NÚMERO 1",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,63.0,António Ventura,PSD,"Sr. Presidente da Assembleia, Sr.as e Srs. Deputados: Realizam-se no próximo dia 25 de outubro as eleições para o Parlamento dos Açores. Sendo esta a Assembleia da República, considero oportuno e útil trazer a este Hemiciclo, como espaço político, resultados da governação socialista na Região que são muito preocupantes, repito, muito preocupantes. O PS governa os Açores há 24 anos, dos quais 20 com maiorias absolutas. Após este tempo, importa avaliar o «estado da Região», através de alguns indicadores sociais. Nos Açores, existem mais de 15 000 beneficiários de RSI (rendimento social de inserção), isto é, mais de 6% da população açoriana recebe RSI, e é o valor mais elevado de todas as regiões do País. Segundo dados de 2019, mais de 70% dos jovens açorianos tinham empregos precários e mal pagos e quase metade dos jovens açorianos recebiam menos de 500 € por mês. Entre 2018 e 2019, a taxa de risco de pobreza nos Açores subiu de 31,5% para 31,8%, com a média nacional a baixar de 17,3% para 17,2%. Ou seja, existem mais 77 000 pessoas em risco de pobreza, o que corresponde a um terço da população açoriana. Os Açores têm os mais elevados indicadores de pobreza do País. A taxa de abandono escolar precoce, em 2019, nos Açores, foi de 27%, enquanto que a média nacional foi de 10,6%. No continente está mal, muito mal, nos Açores está pior. E na saúde? Um açoriano pode esperar numa lista de espera cirúrgica uma média de quatro a cinco anos e são cerca de 12 000 açorianos os que esperam. Acresce a tudo isto o dramático despovoamento e envelhecimento da população dos Açores. O Governo do PS nos Açores não tem sabido combater a pobreza e não tem sabido fixar os jovens. Vozes do PSD: — Muito bem!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,64.0,António Ventura,PSD,"Para além disso, encontramos ações governativas de reação e não proativas. O Governo do PS nos Açores está morto! O Governo do PS nos Açores não quer saber! O Governo do PS nos Açores não governa! Vejamos, por exemplo, o caso da Ryanair, que voa para a Terceira. Estes voos eram para terminar em 31 de dezembro, mas agora prolongaram-nos por mais algum tempo. Todavia, se o Governo tivesse vontade da continuidade destes voos para a Terceira tinha solucionado o problema antes de ser um problema. Não governar não pode ser uma forma de governar.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,65.0,Adão Silva,PSD,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,66.0,António Ventura,PSD,"Sr. Presidente, Sr.as e Srs. Deputados: Que dizer destes infelizes indicadores da minha terra, onde a culpa não é da pandemia, pois são anteriores a ela?! Sinto-me envergonhado, e a culpa é do PS!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,67.0,Adão Silva,PSD,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,68.0,António Ventura,PSD,"Na perspetiva dos Governos do PS, não faltou dinheiro. Sempre se gabaram das verbas que recebiam da União Europeia e dos Orçamentos do Estado, com especial clamor quando os Governos eram da responsabilidade do PS. Sempre ouvimos «conseguimos» e «aumentam os milhões»! Mas também não faltou tempo! Todos concordamos que 24 anos é tempo mais do que suficiente para planear e colocar em prática as políticas. Então, se não faltou ao PS dinheiro nem tempo, o que faltou? Faltou o essencial! Faltaram as estratégias corretas, faltaram as políticas e faltaram as pessoas para a concretização dessas ações. Perante estes resultados sociais, só posso concluir, claramente, que a política do PS para a Região tem criado pobres, convidado ao não-trabalho e adormecido a sociedade para impor a dependência do Governo — um Governo cada vez maior —, com o intuito de perpetuar a sua existência no poder. Não, Sr. Presidente da Assembleia! Não, Sr.as e Srs. Deputados! Não aceito a continuidade destes tristes e inaceitáveis valores para a minha terra! Protestos da Deputada do PS Isabel Rodrigues. Nos Açores, precisamos de menos omnipresença governativa e mais sociedade. O Governo tenta estar em tudo para controlar tudo e, mais grave, transforma em favor o que é um direito. Vive-se um ambiente de asfixia! Aplausos do PSD. O Governo semeia o medo para fazer depender as pessoas e tem posturas que colocam ilhas contra ilhas e açorianos contra açorianos. É notório o desenvolvimento desigual das ilhas e até mesmo dentro de cada ilha. Estão a chegar os novos fundos comunitários, porém, este dinheiro, nas mãos dos mesmos protagonistas, aqueles que nos trouxeram até estes lamentáveis resultados, se continuarem a governar, vai significar, certamente, mais quatro anos perdidos. Acredito no povo açoriano, acredito na sua libertação deste jugo socialista, acredito em políticas públicas que valorizam o trabalho, criam emprego,… Protestos do Deputado do PS Pedro do Carmo. … fixam os jovens, combatem o facilitismo, com o fim de promoverem a realização pessoal de cada açoriano. Por tudo isto, torna-se urgente, nos Açores, uma mudança política já no próximo dia 25 de outubro! E José Manuel Bolieiro, candidato do PSD, é o único que pode dar uma resposta aos problemas reais dos açorianos e oferecer uma confiante esperança para que os Açores tenham futuro no futuro. Aplausos do PSD.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,69.0,Presidente,,"Sr. Deputado, inscreveu-se a Sr.ª Deputada Lara Martinho, do Grupo Parlamentar do PS, para lhe dirigir um pedido de esclarecimento. O Sr. Deputado João Oliveira está a fazer sinal à Mesa para que efeito?",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,70.0,João Oliveira,PCP,"Sr. Presidente, estou a tentar telefonar para a Mesa há vários minutos, sem que seja atendido, porque queria inscrever a Deputada Alma Rivera também para um pedido de esclarecimento, antes das eleições nos Açores. Risos e aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,71.0,Presidente,,"Fica registado, Sr. Deputado. Portanto, além da Sr.ª Deputada Lara Martinho, também as Sr.as Deputadas Alma Rivera, do PCP, e Mariana Silva, de Os Verdes, irão usar da palavra para pedir esclarecimentos ao Sr. Deputado António Ventura. Tem a palavra, em primeiro lugar, a Sr.ª Deputada Lara Martinho.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,72.0,Lara Martinho,PS,"Sr. Presidente, Sr.as e Srs. Deputados, Sr. Deputado António Ventura, mais uma vez, o Sr. Deputado vem aqui, a este Plenário, dar um contributo negativo para a imagem dos Açores. Aplausos do PS. Protestos do Deputado do PSD António Ventura. Felizmente, os Açores são reconhecidos na União Europeia pelo seu desenvolvimento, pelo trabalho que tem sido feito na nossa Região, em prol de todos os açorianos. I SÉRIE — NÚMERO 1 Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,73.0,Duarte Marques,PSD,Isso não é verdade!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,74.0,Lara Martinho,PS,"O Sr. Deputado concentrou-se numa visão unilateral, pessimista, da nossa Região, ignorando propositadamente um conjunto de aspetos fundamentais que permitiriam uma visão global e integrada do desenvolvimento e do crescimento que a nossa Região tem conseguido nos últimos anos, com um esforço muito grande de todos os açorianos. Aplausos do PS. E gostava de recordar ao Sr. Deputado que os Açores foram a Região que mais convergiu com a União Europeia, a nossa taxa de desemprego é a mais baixa do País — 4,9% —, a nossa população empregada e a nossa população ativa antes da pandemia eram as maiores da nossa história e temos uma rede social sem paralelo no País. No ano passado, o número de inscritos no RSI baixou mais de 3000 beneficiários e, na educação, há uma acentuada diminuição do abandono em todos os ciclos de ensino. E há algo que todos os açorianos reconhecem: a ação do Governo Regional na gestão desta pandemia, na proteção da saúde dos açorianos,… Aplausos do PS. … mas também nas medidas implementadas de apoio social aos trabalhadores e às empresas. Foram mais de 70 as medidas implementadas, extraordinárias, complementares às nacionais, e que deram uma resposta única às empresas, aos trabalhadores, a todos os açorianos que necessitavam de apoio. É claro que todos nós queremos sempre mais e melhor para a nossa terra — sem dúvida! — e sabemos que ainda persiste um conjunto de desafios que foram agravados com esta pandemia. Mas, para ultrapassarmos estes desafios, para darmos resposta às necessidades que ainda persistem, para garantirmos a recuperação da nossa Região, que foi fortemente atingida por esta pandemia, o Governo dos Açores lançou a Agenda para o Relançamento Económico e Social da Região, que conta com 250 medidas, e temos ao nosso dispor um conjunto de novos fundos comunitários…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,75.0,Presidente,,"Peço-lhe para concluir, Sr.ª Deputada. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,76.0,Lara Martinho,PS,"Estou mesmo a terminar, Sr. Presidente. Como estava a dizer, para ultrapassarmos estes desafios, para darmos resposta às necessidades que ainda persistem, para garantirmos a recuperação da nossa Região, que foi fortemente atingida por esta pandemia, o Governo dos Açores lançou a Agenda para o Relançamento Económico e Social da Região, que conta com 250 medidas, e temos ao nosso dispor um conjunto de importantes fundos europeus, que são, sem dúvida, uma oportunidade, mas também uma grande responsabilidade.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,77.0,Presidente,,"Queira terminar, Sr.ª Deputada. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,78.0,Lara Martinho,PS,"E a minha questão, Sr. Presidente, mesmo para terminar, é esta: em que medida está o PSD disponível para alterar o rumo a que nos tem habituado nos últimos anos, com propostas concretas, que valorizem, efetivamente, os Açores e que possam contribuir para o desenvolvimento da nossa Região? Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,79.0,Presidente,,"Tem, agora, a palavra a Sr.ª Deputada Alma Rivera, do Grupo Parlamentar do PCP. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
